event_id,p_star,q_star,a11,a12,a21,a22,b11,b12,b21,b22,t1,t2,t3,t4,t5,merging_id,lag_id,lead_id
26.0,0.008370776064419098,1.0,1.0,239.25735005377888,0.0,0.0,1.0,238.25735005377888,1.0,-1.0027930793079307,0,238.25735005377888,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
27.0,0.008411018457144186,1.0,1.0,238.11261345707763,0.0,0.0,1.0,237.11261345707763,1.0,-1.0027930793079307,0,237.11261345707763,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
28.0,0.00546608863186132,1.0,1.0,366.40053738149663,0.0,0.0,1.0,365.40053738149663,1.0,-1.0027930793079307,0,365.40053738149663,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
29.0,0.004953933416785448,1.0,1.0,404.2806138235488,0.0,0.0,1.0,403.2806138235488,1.0,-1.0027930793079307,0,403.2806138235488,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
30.0,0.015101365795363949,1.0,1.0,132.62051440475943,0.0,0.0,1.0,131.62051440475943,1.0,-1.0027930793079307,0,131.62051440475943,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
31.0,0.03068044531077003,1.0,1.0,65.27634674480903,0.0,0.0,1.0,64.27634674480903,1.0,-1.0027930793079307,0,64.27634674480903,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
32.0,0.03295586284796851,1.0,1.0,60.76918817778084,0.0,0.0,1.0,59.76918817778084,1.0,-1.0027930793079307,0,59.76918817778084,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
33.0,0.0021020108953340023,1.0,1.0,952.7958264491097,0.0,0.0,1.0,951.7958264491097,1.0,-1.0027930793079307,0,951.7958264491097,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
34.0,0.0,0.9891256707812741,1.0,-90.9596951578378,0.0,0.0,1.0,-91.9596951578378,1.0,-1.0027930793079307,0,-91.9596951578378,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
35.0,0.0,0.97741598135506,1.0,-43.27909911525227,0.0,0.0,1.0,-44.27909911525227,1.0,-1.0027930793079307,0,-44.27909911525227,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
36.0,0.0,0.9694473746753022,1.0,-31.73041152347819,0.0,0.0,1.0,-32.73041152347819,1.0,-1.0027930793079307,0,-32.73041152347819,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
37.0,0.0,0.9271121106243585,1.0,-12.71970033109769,0.0,0.0,1.0,-13.71970033109769,1.0,-1.0027930793079307,0,-13.71970033109769,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
38.0,0.0,0.8910428252530685,1.0,-8.177917859219848,0.0,0.0,1.0,-9.177917859219848,1.0,-1.0027930793079307,0,-9.177917859219848,0,-1.0027930793079307,0,2962.0,-9999.0,3063.0
