event_id,t2,t4,merging_id,lead_id,lag_id,LC,Final_follower_decision,Previous_decision,Time_lapsed,Time_norm,Time_log,Time_bin,PrevDec_0,PrevDec_1,PrevDec_2
2492,-1.0361533072179427,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2493,-1.0356031204974636,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2494,-1.0336743877883006,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2495,-1.0317617376997323,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2496,-1.0301855890460354,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2497,-1.0286748748971608,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2498,-1.027657031522666,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2499,-1.0272215069821056,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2500,-1.026580763115421,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2501,-1.0257487643052396,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2502,-1.024655384507013,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2503,-1.0237788961133911,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2504,-1.0228555255533962,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2505,-1.0217467317213729,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2506,-1.0191790407993242,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2507,-1.0165738967553797,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2508,-1.0139668771239745,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2509,-1.011112674254948,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2510,-1.007729054302978,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2511,-1.0058643835833734,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2512,-1.0793491264818815,-1134.1492081447966,1869.0,-9999.0,2051.0,1.0,0.0,0,125.0,-0.4817841391556502,4.836281906951478,3,1,0,0
2513,-1.0774872015232058,-1134.1492081447966,1869.0,-9999.0,2051.0,0.0,0.0,0,125.0,-0.4817841391556502,4.836281906951478,3,1,0,0
2514,-1.07656229197178,-1134.1492081447966,1869.0,-9999.0,2051.0,0.0,0.0,0,125.0,-0.4817841391556502,4.836281906951478,3,1,0,0
2515,-1.0765917838946386,-1134.1492081447966,1869.0,-9999.0,2051.0,0.0,0.0,0,125.0,-0.4817841391556502,4.836281906951478,3,1,0,0
2516,-1.075948997171137,-1134.1492081447966,1869.0,-9999.0,2051.0,0.0,0.0,0,125.0,-0.4817841391556502,4.836281906951478,3,1,0,0
2517,-1.0748801074125856,-1134.1492081447966,1869.0,-9999.0,2051.0,0.0,0.0,0,125.0,-0.4817841391556502,4.836281906951478,3,1,0,0
